day,approved,approved_percent,denied,denied_percent,STEM,STEM_percent,SocSciLaw,SocSciLaw_percent,MedEd,MedEd_percent,Arts,Arts_percent,Business,Business_percent,Religion,Religion_percent,Misc,Misc_percent
4/4/23,6,0.010729806,0,0,6,0.010729806,0,0,0,0,0,0,0,0,0,0,0,0
4/5/23,12,0.021459611,0,0,12,0.021459611,0,0,0,0,0,0,0,0,0,0,0,0
4/6/23,25,0.044707523,0,0,25,0.044707523,0,0,0,0,0,0,0,0,0,0,0,0
4/7/23,34,0.060802232,0,0,34,0.060802232,0,0,0,0,0,0,0,0,0,0,0,0
4/8/23,35,0.062590533,0,0,34,0.060802232,0,0,0,0,0,0,1,0.001788301,0,0,0,0
4/10/23,62,0.110874658,0,0,58,0.103721454,0,0,0,0,0,0,3,0.005364903,0,0,1,0.001788301
4/11/23,111,0.198501404,0,0,102,0.182406695,0,0,0,0,0,0,8,0.014306407,0,0,1,0.001788301
4/12/23,154,0.275398344,0,0,142,0.253938733,1,0.001788301,0,0,1,0.001788301,9,0.016094708,0,0,1,0.001788301
4/13/23,222,0.397002808,0,0,207,0.370178294,2,0.003576602,0,0,1,0.001788301,10,0.017883009,0,0,2,0.003576602
4/14/23,271,0.484629553,0,0,252,0.450651836,3,0.005364903,0,0,1,0.001788301,13,0.023247912,0,0,2,0.003576602
4/15/23,288,0.515030669,0,0,267,0.47747635,3,0.005364903,0,0,1,0.001788301,15,0.026824514,0,0,2,0.003576602
4/16/23,292,0.522183873,0,0,271,0.484629553,3,0.005364903,0,0,1,0.001788301,15,0.026824514,0,0,2,0.003576602
4/17/23,397,0.709955471,0,0,363,0.64915324,6,0.010729806,0,0,3,0.005364903,23,0.041130922,0,0,2,0.003576602
4/18/23,506,0.904880273,0,0,457,0.817253527,8,0.014306407,0,0,5,0.008941505,33,0.059013931,0,0,3,0.005364903
4/19/23,617,1.103381677,0,0,561,1.003236825,8,0.014306407,0,0,5,0.008941505,40,0.071532037,0,0,3,0.005364903
4/20/23,751,1.343014002,0,0,677,1.210679733,9,0.016094708,0,0,7,0.012518107,55,0.098356551,0,0,3,0.005364903
4/21/23,866,1.54866861,0,0,775,1.385933225,12,0.021459611,1,0.001788301,11,0.01967131,64,0.11445126,0,0,3,0.005364903
4/22/23,894,1.598741036,0,0,803,1.436005651,12,0.021459611,1,0.001788301,11,0.01967131,64,0.11445126,0,0,3,0.005364903
4/23/23,904,1.616624045,0,0,810,1.448523758,12,0.021459611,1,0.001788301,11,0.01967131,67,0.119816163,0,0,3,0.005364903
4/24/23,1086,1.942094816,0,0,962,1.7203455,14,0.025036213,3,0.005364903,12,0.021459611,91,0.162735385,0,0,4,0.007153204
4/25/23,1262,2.25683578,0,0,1111,1.986802339,14,0.025036213,5,0.008941505,16,0.028612815,112,0.200289705,0,0,4,0.007153204
4/26/23,1437,2.569788444,0,0,1258,2.249682577,16,0.028612815,8,0.014306407,17,0.030401116,133,0.237844024,0,0,5,0.008941505
4/27/23,1608,2.875587904,0,0,1412,2.525080921,17,0.030401116,8,0.014306407,18,0.032189417,147,0.262880237,0,0,6,0.010729806
4/28/23,1763,3.152774549,0,0,1550,2.77186645,18,0.032189417,8,0.014306407,20,0.035766019,161,0.287916451,0,0,6,0.010729806
4/29/23,1803,3.224306586,0,0,1586,2.836245283,18,0.032189417,8,0.014306407,20,0.035766019,165,0.295069654,0,0,6,0.010729806
5/1/23,2025,3.621309394,0,0,1763,3.152774549,24,0.042919222,10,0.017883009,23,0.041130922,198,0.354083585,0,0,7,0.012518107
5/2/23,2271,4.061231424,0,0,1974,3.530106046,33,0.059013931,13,0.023247912,25,0.044707523,219,0.391637905,0,0,7,0.012518107
5/3/23,2485,4.443927824,0,0,2161,3.864518321,39,0.069743736,16,0.028612815,25,0.044707523,237,0.423827322,0,0,7,0.012518107
5/4/23,2696,4.821259322,0,0,2336,4.177470985,43,0.07689694,18,0.032189417,27,0.048284125,263,0.470323146,0,0,9,0.016094708
5/5/23,2834,5.068044851,0,0,2450,4.381337291,45,0.080473542,19,0.033977718,29,0.051860727,281,0.502512563,0,0,10,0.017883009
5/6/23,2872,5.136000286,0,0,2481,4.43677462,45,0.080473542,19,0.033977718,29,0.051860727,288,0.515030669,0,0,10,0.017883009
5/7/23,2894,5.175342907,0,0,2502,4.47432894,45,0.080473542,19,0.033977718,29,0.051860727,289,0.51681897,0,0,10,0.017883009
5/8/23,3127,5.592017025,0,0,2694,4.81768272,49,0.087626746,22,0.039342621,30,0.053649028,322,0.575832901,0,0,10,0.017883009
5/9/23,3372,6.030150754,0,0,2899,5.184284411,57,0.101933153,25,0.044707523,32,0.05722563,348,0.622328725,0,0,11,0.01967131
5/10/23,3611,6.457554677,0,0,3094,5.533003094,59,0.105509755,27,0.048284125,33,0.059013931,387,0.692072462,0,0,11,0.01967131
5/11/23,3814,6.820579767,0,0,3266,5.840590855,65,0.116239561,28,0.050072426,35,0.062590533,409,0.731415083,0,0,11,0.01967131
5/12/23,4006,7.163933547,0,0,3407,6.092741287,68,0.121604464,29,0.051860727,41,0.073320338,450,0.804735421,0,0,11,0.01967131
5/13/23,4078,7.292691214,0,0,3470,6.205404245,70,0.125181065,29,0.051860727,43,0.07689694,455,0.813676926,0,0,11,0.01967131
5/14/23,4096,7.324880631,0,0,3485,6.232228759,71,0.126969366,29,0.051860727,43,0.07689694,457,0.817253527,0,0,11,0.01967131
5/15/23,4389,7.848852805,0,0,3718,6.648902877,78,0.139487473,32,0.05722563,45,0.080473542,501,0.895938769,0,0,15,0.026824514
5/16/23,4622,8.265526923,0,0,3897,6.969008745,87,0.155582181,35,0.062590533,48,0.085838445,540,0.965682505,0,0,15,0.026824514
5/17/23,4885,8.735850069,0,0,4100,7.332033835,94,0.168100288,41,0.073320338,50,0.089415047,585,1.046156047,0,0,15,0.026824514
5/18/23,5111,9.14000608,0,0,4283,7.659292906,100,0.178830094,44,0.078685241,51,0.091203348,617,1.103381677,0,0,16,0.028612815
5/19/23,5311,9.497666267,0,0,4446,7.950785958,102,0.182406695,46,0.082261843,55,0.098356551,646,1.155242404,0,0,16,0.028612815
5/20/23,5390,9.638942041,0,0,4518,8.079543626,103,0.184194996,47,0.084050144,55,0.098356551,651,1.164183909,0,0,16,0.028612815
5/21/23,5437,9.722992185,0,0,4556,8.147499061,104,0.185983297,47,0.084050144,55,0.098356551,659,1.178490316,0,0,16,0.028612815
5/22/23,5721,10.23086965,0,0,4777,8.542713568,113,0.202078006,51,0.091203348,60,0.107298056,704,1.258963858,0,0,16,0.028612815
5/23/23,6056,10.82995046,0,0,5038,9.009460112,122,0.218172714,54,0.096568251,61,0.109086357,762,1.362685313,0,0,19,0.033977718
5/24/23,6400,11.44512599,0,0,5299,9.476206656,136,0.243208927,64,0.11445126,67,0.119816163,813,1.45388866,0,0,21,0.03755432
5/25/23,6672,11.93154384,0,0,5520,9.871421163,140,0.250362131,67,0.119816163,70,0.125181065,853,1.525420698,0,0,22,0.039342621
5/26/23,6968,12.46088092,1,0.001788301,5756,10.29346018,144,0.257515335,73,0.130545968,72,0.128757667,901,1.611259143,0,0,23,0.041130922
5/27/23,7081,12.66295892,1,0.001788301,5851,10.46334877,144,0.257515335,73,0.130545968,73,0.130545968,918,1.641660259,0,0,23,0.041130922
5/28/23,7097,12.69157174,1,0.001788301,5867,10.49196159,144,0.257515335,73,0.130545968,73,0.130545968,918,1.641660259,0,0,23,0.041130922
5/29/23,7238,12.94372217,2,0.003576602,5977,10.68867469,149,0.266456839,74,0.132334269,76,0.135910871,941,1.68279118,0,0,23,0.041130922
5/30/23,7512,13.43371663,3,0.005364903,6183,11.05706468,159,0.284339849,82,0.146640677,81,0.144852376,986,1.763264722,0,0,24,0.042919222
5/31/23,7854,14.04531555,3,0.005364903,6440,11.51665802,174,0.311164363,88,0.157370482,83,0.148428978,1045,1.868774477,0,0,27,0.048284125
6/1/23,8158,14.58895903,3,0.005364903,6660,11.91008423,194,0.346930381,93,0.166311987,85,0.152005579,1102,1.970707631,0,0,27,0.048284125
6/2/23,8467,15.14154402,5,0.008941505,6891,12.32318175,201,0.359448488,99,0.177041793,91,0.162735385,1163,2.079793988,0,0,27,0.048284125
6/3/23,8602,15.38296465,5,0.008941505,7006,12.52883635,202,0.361236789,99,0.177041793,93,0.166311987,1180,2.110195104,0,0,27,0.048284125
6/4/23,8628,15.42946047,5,0.008941505,7029,12.56996727,202,0.361236789,100,0.178830094,93,0.166311987,1182,2.113771706,0,0,27,0.048284125
6/5/23,8967,16.03569449,5,0.008941505,7299,13.05280853,210,0.375543196,110,0.196713103,95,0.169888589,1231,2.201398451,0,0,27,0.048284125
6/6/23,9328,16.68127112,5,0.008941505,7571,13.53922638,223,0.398791109,114,0.203866307,101,0.180618394,1296,2.317638012,0,0,28,0.050072426
6/7/23,9640,17.23922102,6,0.010729806,7810,13.9666303,232,0.414885817,119,0.212807811,105,0.187771598,1352,2.417782865,0,0,28,0.050072426
6/8/23,9972,17.83293693,8,0.014306407,8083,14.45483646,241,0.430980525,124,0.221749316,109,0.194924802,1394,2.492891504,0,0,29,0.051860727
6/9/23,10215,18.26749405,9,0.016094708,8256,14.76421252,248,0.443498632,128,0.22890252,115,0.205654608,1447,2.587671453,0,0,30,0.053649028
6/10/23,10317,18.44990075,9,0.016094708,8335,14.9054883,253,0.452440137,131,0.234267423,116,0.207442908,1460,2.610919366,0,0,31,0.055437329
6/11/23,10350,18.50891468,9,0.016094708,8361,14.95198412,254,0.454228438,131,0.234267423,117,0.209231209,1465,2.61986087,0,0,31,0.055437329
6/12/23,10632,19.01321554,10,0.017883009,8565,15.31679751,260,0.464958243,136,0.243208927,123,0.219961015,1526,2.728947227,0,0,32,0.05722563
6/13/23,10908,19.5067866,11,0.01967131,8773,15.68876411,271,0.484629553,142,0.253938733,125,0.223537617,1574,2.814785672,0,0,34,0.060802232
6/14/23,11191,20.01287577,11,0.01967131,8974,16.04821259,278,0.49714766,148,0.264668538,134,0.239632325,1633,2.920295427,0,0,35,0.062590533
6/15/23,11461,20.49571702,11,0.01967131,9188,16.43090899,286,0.511454067,156,0.278974946,136,0.243208927,1669,2.984674261,0,0,37,0.066167135
6/16/23,11700,20.92312094,11,0.01967131,9375,16.76532127,296,0.529337077,158,0.282551548,137,0.244997228,1705,3.049053095,0,0,40,0.071532037
6/17/23,11762,21.0339956,11,0.01967131,9418,16.84221821,300,0.536490281,160,0.28612815,141,0.252150432,1714,3.065147803,0,0,40,0.071532037
6/18/23,11785,21.07512652,11,0.01967131,9439,16.87977253,300,0.536490281,160,0.28612815,141,0.252150432,1716,3.068724405,0,0,40,0.071532037
6/19/23,11905,21.28972263,11,0.01967131,9527,17.03714301,305,0.545431785,163,0.291493052,141,0.252150432,1740,3.111643627,0,0,40,0.071532037
6/20/23,12216,21.84588423,11,0.01967131,9750,17.43593412,316,0.565103096,168,0.300434557,146,0.261091937,1806,3.229671489,0,0,41,0.073320338
6/21/23,12549,22.44138844,12,0.021459611,9997,17.87764445,322,0.575832901,170,0.304011159,153,0.273610043,1875,3.353064254,0,0,44,0.078685241
6/22/23,12893,23.05656396,15,0.026824514,10251,18.33187289,331,0.59192761,178,0.318317566,157,0.280763247,1947,3.481821921,0,0,44,0.078685241
6/23/23,13127,23.47502638,15,0.026824514,10429,18.65019045,335,0.599080813,185,0.330835673,161,0.287916451,1983,3.546200755,0,0,49,0.087626746
6/24/23,13267,23.72538851,15,0.026824514,10548,18.86299827,337,0.602657415,189,0.337988877,161,0.287916451,1996,3.569448667,1,0.001788301,50,0.089415047
6/25/23,13282,23.75221302,15,0.026824514,10560,18.88445788,338,0.604445716,189,0.337988877,161,0.287916451,1998,3.573025269,1,0.001788301,50,0.089415047
6/26/23,13611,24.34056403,18,0.032189417,10792,19.29934369,353,0.63127023,196,0.350506983,162,0.289704752,2075,3.710724441,1,0.001788301,50,0.089415047
6/27/23,13980,25.00044708,18,0.032189417,11062,19.78218495,367,0.656306443,207,0.370178294,165,0.295069654,2146,3.837693807,1,0.001788301,50,0.089415047
6/28/23,14294,25.56197357,18,0.032189417,11299,20.20601227,377,0.674189453,215,0.384484701,170,0.304011159,2200,3.934262058,1,0.001788301,50,0.089415047
6/29/23,14709,26.30411846,18,0.032189417,11611,20.76396216,389,0.695649064,226,0.404156011,177,0.316529266,2272,4.063019725,1,0.001788301,51,0.091203348
6/30/23,14995,26.81557252,19,0.033977718,11819,21.13592875,404,0.722473578,236,0.422039021,182,0.32547077,2320,4.14885817,1,0.001788301,52,0.092991649
7/1/23,15081,26.9693664,19,0.033977718,11882,21.24859171,406,0.72605018,238,0.425615623,183,0.327259071,2337,4.179259286,1,0.001788301,53,0.09477995
7/2/23,15104,27.01049733,19,0.033977718,11898,21.27720453,406,0.72605018,239,0.427403924,185,0.330835673,2341,4.186412489,1,0.001788301,53,0.09477995
7/3/23,15345,27.44147785,19,0.033977718,12077,21.5973104,413,0.738568286,248,0.443498632,188,0.336200576,2384,4.26330943,1,0.001788301,53,0.09477995
7/4/23,15471,27.66680377,20,0.035766019,12178,21.77792879,416,0.743933189,253,0.452440137,191,0.341565479,2399,4.290133944,1,0.001788301,53,0.09477995
7/5/23,15816,28.28376759,20,0.035766019,12441,22.24825194,431,0.770757703,261,0.466746544,198,0.354083585,2447,4.375972389,1,0.001788301,57,0.101933153
7/6/23,16124,28.83456428,20,0.035766019,12687,22.68817397,444,0.794005615,266,0.475688049,206,0.368389993,2481,4.43677462,1,0.001788301,59,0.105509755
7/7/23,16410,29.34601835,20,0.035766019,12912,23.09054168,453,0.810100324,277,0.495359359,212,0.379119798,2515,4.497576852,1,0.001788301,60,0.107298056
7/8/23,16595,29.67685402,20,0.035766019,13064,23.36236342,462,0.826195032,281,0.502512563,214,0.3826964,2532,4.527977968,1,0.001788301,61,0.109086357
7/9/23,16629,29.73765625,20,0.035766019,13094,23.41601245,463,0.827983333,281,0.502512563,214,0.3826964,2535,4.533342871,1,0.001788301,61,0.109086357
7/10/23,16929,30.27414653,22,0.039342621,13342,23.85951108,474,0.847654643,286,0.511454067,217,0.388061303,2568,4.592356802,1,0.001788301,63,0.112662959
7/11/23,17151,30.67114934,22,0.039342621,13523,24.18319355,481,0.86017275,291,0.520395572,220,0.393426206,2593,4.637064325,1,0.001788301,64,0.11445126
7/12/23,17501,31.29705467,23,0.041130922,13812,24.70001252,497,0.888785565,296,0.529337077,222,0.397002808,2630,4.70323146,1,0.001788301,66,0.118027862
7/13/23,17876,31.96766752,25,0.044707523,14125,25.25975071,505,0.903091972,302,0.540066882,227,0.405944312,2674,4.781916701,2,0.003576602,66,0.118027862
7/14/23,18233,32.60609095,28,0.050072426,14410,25.76941648,512,0.915610079,311,0.556161591,234,0.418462419,2725,4.873120049,2,0.003576602,67,0.119816163
7/15/23,18383,32.87433609,28,0.050072426,14532,25.98758919,514,0.919186681,315,0.563314795,238,0.425615623,2740,4.899944563,3,0.005364903,69,0.123392765
7/16/23,18415,32.93156172,28,0.050072426,14557,26.03229671,515,0.920974982,315,0.563314795,238,0.425615623,2746,4.910674368,3,0.005364903,69,0.123392765
7/17/23,18666,33.38042526,31,0.055437329,14761,26.39711011,523,0.935281389,323,0.577621202,240,0.429192224,2776,4.964323396,3,0.005364903,71,0.126969366
7/18/23,18935,33.86147821,32,0.05722563,14980,26.78874801,529,0.946011195,331,0.59192761,251,0.448863535,2802,5.010819221,3,0.005364903,71,0.126969366
7/19/23,19228,34.38545038,34,0.060802232,15229,27.23403494,537,0.960317602,337,0.602657415,256,0.457805039,2828,5.057315045,3,0.005364903,72,0.128757667
7/20/23,19559,34.97737799,37,0.066167135,15505,27.727606,549,0.981777213,342,0.61159892,260,0.464958243,2865,5.12348218,3,0.005364903,72,0.128757667
7/21/23,19836,35.47273735,39,0.069743736,15739,28.14606842,553,0.988930417,348,0.622328725,261,0.466746544,2897,5.18070781,3,0.005364903,74,0.132334269
7/22/23,20011,35.78569002,39,0.069743736,15873,28.38570075,560,1.001448524,352,0.629481929,267,0.47747635,2921,5.223627032,3,0.005364903,74,0.132334269
7/23/23,20030,35.81966773,39,0.069743736,15889,28.41431356,560,1.001448524,352,0.629481929,267,0.47747635,2924,5.228991935,3,0.005364903,74,0.132334269
7/24/23,20292,36.28820258,41,0.073320338,16108,28.80595147,566,1.012178329,357,0.638423434,274,0.489994456,2951,5.27727606,3,0.005364903,74,0.132334269
7/25/23,20583,36.80859815,42,0.075108639,16364,29.2637565,572,1.022908135,362,0.647364939,277,0.495359359,2973,5.316618681,3,0.005364903,74,0.132334269
7/26/23,20946,37.45775139,42,0.075108639,16679,29.8270713,579,1.035426242,373,0.667036249,280,0.500724262,2998,5.361326204,3,0.005364903,76,0.135910871
7/27/23,21255,38.01033638,45,0.080473542,16948,30.30812425,587,1.049732649,378,0.675977754,284,0.507877466,3024,5.407822028,3,0.005364903,76,0.135910871
7/28/23,21554,38.54503836,46,0.082261843,17211,30.7784474,591,1.056885853,385,0.68849586,288,0.515030669,3046,5.447164649,3,0.005364903,76,0.135910871
7/29/23,21673,38.75784617,46,0.082261843,17315,30.96443069,595,1.064039056,386,0.690284161,289,0.51681897,3055,5.463259357,3,0.005364903,76,0.135910871
7/30/23,21708,38.8204367,46,0.082261843,17347,31.02165632,595,1.064039056,387,0.692072462,289,0.51681897,3057,5.466835959,3,0.005364903,76,0.135910871
7/31/23,21930,39.21743951,49,0.087626746,17541,31.36858671,599,1.07119226,391,0.699225666,292,0.522183873,3076,5.500813677,3,0.005364903,77,0.137699172
8/1/23,22161,39.63053703,53,0.09477995,17745,31.7334001,603,1.078345464,394,0.704590569,293,0.523972174,3098,5.540156298,3,0.005364903,78,0.139487473
8/2/23,22492,40.22246464,56,0.100144852,18029,32.24127756,608,1.087286969,402,0.718896976,297,0.531125378,3129,5.595593626,3,0.005364903,80,0.143064075
8/3/23,22785,40.74643681,62,0.110874658,18300,32.72590712,611,1.092651871,405,0.724261879,300,0.536490281,3147,5.627783043,3,0.005364903,81,0.144852376
8/4/23,23088,41.28829199,64,0.11445126,18573,33.21411327,615,1.099805075,409,0.731415083,306,0.547220086,3164,5.658184159,3,0.005364903,82,0.146640677
8/5/23,23249,41.57620844,64,0.11445126,18710,33.4591105,617,1.103381677,411,0.734991684,308,0.550796688,3181,5.688585275,3,0.005364903,83,0.148428978
8/6/23,23271,41.61555106,64,0.11445126,18730,33.49487652,618,1.105169978,411,0.734991684,308,0.550796688,3182,5.690373576,3,0.005364903,83,0.148428978
8/7/23,23515,42.05189649,67,0.119816163,18946,33.88114952,625,1.117688085,414,0.740356587,312,0.557949892,3197,5.71719809,3,0.005364903,85,0.152005579
8/8/23,23768,42.50433663,69,0.123392765,19154,34.25311611,630,1.126629589,419,0.749298092,317,0.566891396,3229,5.77442372,3,0.005364903,85,0.152005579
8/9/23,24058,43.0229439,71,0.126969366,19395,34.68409664,640,1.144512599,425,0.760027897,318,0.568679697,3262,5.833437651,4,0.007153204,85,0.152005579
8/10/23,24340,43.52724476,75,0.13412257,19631,35.10613566,651,1.164183909,428,0.7653928,321,0.5740446,3292,5.887086679,4,0.007153204,88,0.157370482
8/11/23,24547,43.89742306,77,0.137699172,19799,35.40657022,654,1.169548812,436,0.779699208,321,0.5740446,3318,5.933582503,4,0.007153204,92,0.164523686
8/12/23,24625,44.03691053,77,0.137699172,19858,35.51207997,660,1.180278617,440,0.786852412,322,0.575832901,3325,5.94610061,4,0.007153204,93,0.166311987
8/13/23,24653,44.08698296,77,0.137699172,19884,35.5585758,660,1.180278617,440,0.786852412,322,0.575832901,3327,5.949677212,4,0.007153204,93,0.166311987
8/14/23,24800,44.34986319,78,0.139487473,20003,35.77138361,664,1.187431821,444,0.794005615,322,0.575832901,3347,5.98544323,4,0.007153204,94,0.168100288
8/15/23,24998,44.70394678,81,0.144852376,20172,36.07360647,671,1.199949928,448,0.801158819,323,0.577621202,3364,6.015844346,4,0.007153204,97,0.173465191
8/16/23,25240,45.13671561,83,0.148428978,20378,36.44199646,673,1.203526529,452,0.808312023,325,0.581197804,3392,6.065916772,4,0.007153204,99,0.177041793
8/17/23,25504,45.60882705,89,0.159158783,20598,36.83542266,681,1.217832937,457,0.817253527,334,0.597292512,3418,6.112412597,4,0.007153204,101,0.180618394
8/18/23,25720,45.99510006,94,0.168100288,20784,37.16804664,684,1.22319784,460,0.82261843,337,0.602657415,3441,6.153543518,4,0.007153204,104,0.185983297
8/19/23,25794,46.12743432,94,0.168100288,20843,37.27355639,686,1.226774442,460,0.82261843,338,0.604445716,3452,6.173214829,4,0.007153204,105,0.187771598
8/20/23,25802,46.14174073,94,0.168100288,20851,37.2878628,686,1.226774442,460,0.82261843,338,0.604445716,3452,6.173214829,4,0.007153204,105,0.187771598
8/21/23,25963,46.42965718,95,0.169888589,20989,37.53464833,689,1.232139344,464,0.829771634,339,0.606234017,3468,6.201827644,4,0.007153204,105,0.187771598
8/22/23,26188,46.83202489,108,0.193136501,21196,37.90482662,694,1.241080849,469,0.838713139,341,0.609810619,3486,6.23401706,4,0.007153204,106,0.189559899
8/23/23,26435,47.27373522,114,0.203866307,21419,38.30361773,701,1.253598956,472,0.844078041,343,0.613387221,3503,6.264418176,5,0.008941505,106,0.189559899
8/24/23,26707,47.76015308,116,0.207442908,21650,38.71671525,708,1.266117062,480,0.858384449,344,0.615175522,3530,6.312702302,5,0.008941505,106,0.189559899
8/25/23,26958,48.20901661,118,0.21101951,21872,39.11371806,712,1.273270266,481,0.86017275,345,0.616963823,3552,6.352044922,5,0.008941505,109,0.194924802
